学生ID,学生姓名,性别,民族,入学年份,出生日期,家庭住址,家庭类型,政治面貌,入学排名,宿舍号,是否退学
15699,杨碧香,女,汉族,2016,2001-02-09,陕西省渭南市澄城县,城镇,共青团员,1327,212,0
15700,魏姚,女,汉族,2017,2001-01-14,江苏省淮安市盱眙县,城镇,共青团员,1328,210,0
15701,陶宗莉,女,汉族,2016,2001-09-14,吉林省长春市宽城区,城镇,共青团员,1329,-1,0
15702,褚冰彤,女,汉族,2016,2002-06-25,贵州省铜仁市思南县,城镇,共青团员,1330,214,0
15703,苏虹,女,汉族,2017,2001-09-04,湖北省十堰市茅箭区,城镇,共青团员,1331,-1,0
15704,曹秀,女,汉族,2017,2002-07-18,广西壮族自治区南宁市良庆区,城镇,共青团员,1332,221,0
15705,张亚,男,汉族,2017,2001-08-03,辽宁省鞍山市台安县,城镇,共青团员,1333,-1,0
15706,饶访琴,男,汉族,2017,2001-10-25,青海省西宁市城北区,城镇,共青团员,1334,303,0
15707,李冬灵,男,汉族,2016,2002-02-24,吉林省延边朝鲜族自治州图们市,城镇,共青团员,1335,419,0
15708,褚雪倩,男,汉族,2017,2001-01-18,湖北省黄石市大冶市,城镇,共青团员,1336,317,0
15709,孔彩艳,女,汉族,2016,2001-10-23,江苏省苏州市常熟市,城镇,共青团员,1337,201,0
15710,朱金花,女,汉族,2017,2001-02-04,陕西省西安市长安区,城镇,共青团员,1338,301,0
15711,秦睿婕,男,汉族,2016,2002-02-15,山西省运城市运城市,城镇,共青团员,1339,-1,0
15712,孙敏婷,男,汉族,2016,2002-06-08,辽宁省本溪市明山区,城镇,共青团员,1340,-1,0
15713,褚梦娇,女,汉族,2017,2001-01-26,陕西省榆林市神木县,城镇,少先队员,1341,209,0
15714,褚明艳,女,汉族,2016,2002-05-21,江苏省宿迁市泗洪县,城镇,共青团员,1342,-1,0
15715,杨溶艳,男,汉族,2017,2002-05-15,湖北省黄冈市团风县,城镇,共青团员,1343,-1,0
15716,华勤,男,汉族,2017,2002-03-13,四川省甘孜藏族自治州巴塘县,城镇,共青团员,1344,303,0
15717,赵缘双,男,汉族,2017,2001-01-23,广西壮族自治区贵港市港北区,城镇,共青团员,1345,-1,0
15718,尤美娟,女,汉族,2016,2001-08-04,山东省潍坊市昌乐县,城镇,共青团员,1346,-1,0
15719,何亚,女,汉族,2017,2001-05-03,浙江省湖州市安吉县,城镇,共青团员,1347,205,0
15720,杨乐萱,女,汉族,2016,2002-01-07,山西省阳泉市矿区,城镇,共青团员,1348,215,0
15721,魏文秀,女,汉族,2017,2001-02-25,湖北省恩施土家族苗族自治州建始县,城镇,共青团员,1349,309,0
15722,沈翡翠,男,汉族,2016,2002-03-21,山东省烟台市烟台市,城镇,共青团员,1350,303,0
15723,和蓉,男,汉族,2017,2001-08-14,内蒙古自治区通辽市扎鲁特旗,城镇,共青团员,1351,419,0
15724,卫欣悦,男,汉族,2016,2002-05-05,山西省太原市古交市,城镇,少先队员,1352,311,0
15725,云春竹,女,汉族,2017,2002-07-03,福建省宁德市福鼎市,城镇,共青团员,1353,306,0
15726,钱婵,女,汉族,2017,2002-05-22,四川省泸州市泸州市,城镇,共青团员,1354,211,0
15727,杨秋菊,女,汉族,2016,2001-11-25,内蒙古自治区包头市昆都仑区,城镇,共青团员,1355,212,0
15728,张元琼,男,汉族,2017,2002-07-20,河北省衡水市冀州区,城镇,共青团员,1356,321,0
15729,施可,男,汉族,2016,2001-01-03,甘肃省陇南市两当县,城镇,共青团员,1357,414,0
15730,蒋姚,男,汉族,2017,2002-03-22,湖南省永州市新田县,城镇,共青团员,1358,419,0
15731,严心媛,男,汉族,2016,2001-08-26,西藏自治区拉萨市曲水县,城镇,共青团员,1359,325,0
15732,冯雪梅,女,汉族,2017,2001-06-23,云南省迪庆藏族自治州维西傈僳族自治县,城镇,共青团员,1360,309,0
15733,吕半雪,男,汉族,2016,2002-10-10,陕西省榆林市清涧县,城镇,共青团员,1361,414,0
15734,张景玉,男,汉族,2017,2002-04-13,黑龙江省大兴安岭地区漠河县,城镇,共青团员,1362,407,0
15735,严灵竹,女,汉族,2016,2002-10-09,江西省九江市都昌县,城镇,共青团员,1363,215,0
15737,李之念,女,汉族,2016,2001-06-06,湖北省十堰市茅箭区,城镇,共青团员,1364,-1,0
15738,邢琰,女,汉族,2016,2002-03-04,浙江省温州市鹿城区,城镇,共青团员,1365,309,0
15739,沈啟倩,女,汉族,2017,2001-09-15,湖南省长沙市浏阳市,城镇,共青团员,1366,-1,0
15740,朱礼杰,男,汉族,2016,2002-05-17,湖南省湘西土家族苗族自治州龙山县,城镇,共青团员,1367,-1,0
15741,孔有菊,男,汉族,2016,2002-11-10,浙江省丽水市龙泉市,城镇,一般,1368,-1,0
15742,孔贞,女,汉族,2016,2001-05-25,重庆市重庆市荣昌区,城镇,共青团员,1369,-1,0
15743,曹美娟,男,汉族,2017,2001-07-09,吉林省吉林市永吉县,城镇,共青团员,1370,305,0
15744,孙兴,女,汉族,2016,2002-08-01,四川省甘孜藏族自治州甘孜县,城镇,共青团员,1371,227,0
15745,何朱娇,男,汉族,2017,2002-08-13,海南省万宁市,城镇,共青团员,1372,311,0
15746,金如霜,男,汉族,2016,2001-09-03,湖北省十堰市张湾区,城镇,共青团员,1373,317,0
15747,尤姚,男,汉族,2017,2002-03-10,陕西省汉中市佛坪县,城镇,共青团员,1374,408,0
15748,金昭东,男,汉族,2017,2001-02-17,湖南省衡阳市衡阳市,城镇,共青团员,1375,325,0
15749,陈丹珍,男,汉族,2016,2001-03-27,新疆维吾尔自治区塔城地区额敏县,城镇,共青团员,1376,326,0
15750,钱芯蕊,女,汉族,2017,2001-11-20,湖北省襄阳市襄城区,城镇,共青团员,1377,209,0
15751,曹忠娇,男,汉族,2017,2001-10-21,福建省三明市清流县,城镇,共青团员,1378,401,0
15752,秦慧,女,汉族,2016,2002-10-05,山东省德州市陵城区,城镇,共青团员,1379,207,0
15753,冯洪静,女,汉族,2016,2002-08-07,河南省开封市祥符区,城镇,共青团员,1380,303,0
15754,姜花长,女,汉族,2016,2001-05-02,广东省揭阳市普宁市,城镇,共青团员,1381,226,0
16155,许琴,女,汉族,2016,2001-06-16,云南省丽江市丽江市,城镇,共青团员,1382,-1,0
15755,杨访琴,男,汉族,2017,2001-04-11,云南省曲靖市马龙县,城镇,共青团员,1383,309,0
15756,孔德群,男,汉族,2016,2001-09-24,江西省抚州市南丰县,城镇,共青团员,1384,305,0
15757,曹瑗,女,汉族,2016,2002-07-16,江苏省扬州市江都区,城镇,共青团员,1385,229,0
15758,吕寻南,男,汉族,2017,2001-10-01,西藏自治区林芝市察隅县,城镇,共青团员,1386,309,0
15759,严明红,男,汉族,2017,2001-09-11,辽宁省抚顺市新抚区,城镇,共青团员,1387,312,0
15760,魏晶,女,汉族,2017,2001-07-26,内蒙古自治区通辽市奈曼旗,城镇,共青团员,1388,306,0
15761,沈敏,男,汉族,2016,2001-01-10,湖北省宜昌市当阳市,城镇,共青团员,1389,409,0
15762,卫黄萍,男,汉族,2017,2001-06-17,西藏自治区山南市桑日县,城镇,共青团员,1390,305,0
15763,尤迎曼,男,汉族,2017,2002-09-14,西藏自治区阿里地区札达县,城镇,共青团员,1391,326,0
15764,施怡,男,汉族,2016,2001-02-15,云南省普洱市景东彝族自治县,城镇,共青团员,1392,403,0
15765,陶芸,男,汉族,2017,2001-01-27,山东省济南市长清区,城镇,共青团员,1393,314,0
15766,督春文,男,汉族,2016,2001-01-22,湖南省郴州市苏仙区,城镇,共青团员,1394,-1,0
15767,党秀,男,汉族,2016,2002-05-17,江西省上饶市德兴市,城镇,共青团员,1395,305,0
15768,吴翠,男,汉族,2016,2002-01-19,安徽省六安市金寨县,城镇,共青团员,1396,416,0
15769,何啟倩,男,汉族,2017,2002-05-07,甘肃省庆阳市镇原县,城镇,共青团员,1397,306,0
15770,李欣阳,男,汉族,2016,2002-06-15,安徽省安庆市太湖县,城镇,民主党派,1398,-1,0
15771,史凡,女,汉族,2016,2001-03-15,浙江省嘉兴市平湖市,城镇,共青团员,1399,226,0
15772,施舒,男,汉族,2016,2001-11-24,湖北省襄阳市樊城区,城镇,共青团员,1400,408,0
15773,严招弟,男,汉族,2016,2002-06-02,福建省福州市仓山区,城镇,共青团员,1401,306,0
15774,叶育彤,男,汉族,2017,2002-09-18,内蒙古自治区兴安盟扎赉特旗,城镇,共青团员,1402,322,0
15775,秦婷,男,汉族,2016,2002-09-01,吉林省吉林市舒兰市,城镇,共青团员,1403,321,0
15776,许明露,男,汉族,2016,2001-03-27,甘肃省陇南市陇南市,城镇,一般,1404,416,0
15777,何婵,女,汉族,2017,2002-04-27,四川省成都市崇州市,城镇,共青团员,1405,-1,0
15778,蒋园,女,汉族,2017,2002-02-18,海南省琼中黎族苗族自治县,城镇,共青团员,1406,226,0
15779,云婷,男,汉族,2016,2001-04-21,新疆维吾尔自治区喀什地区巴楚县,城镇,共青团员,1407,419,0
15780,沈咏,男,汉族,2016,2002-01-13,四川省甘孜藏族自治州炉霍县,城镇,共青团员,1408,421,0
15781,韩红萍,男,汉族,2017,2001-06-06,湖南省常德市鼎城区,城镇,共青团员,1409,311,0
15782,李太红,女,汉族,2016,2002-09-22,山东省潍坊市高密市,城镇,共青团员,1410,222,0
15783,张谷波,男,汉族,2016,2001-10-18,新疆维吾尔自治区昌吉回族自治州木垒哈萨克自治县,城镇,共青团员,1411,421,0
15784,蒋乐之,男,汉族,2016,2001-02-06,山西省晋城市城区,城镇,共青团员,1412,308,0
15785,严绮菱,女,汉族,2016,2001-10-03,河南省洛阳市西工区,城镇,共青团员,1413,226,0
15786,郑娟,男,汉族,2016,2002-06-27,山西省忻州市原平市,城镇,共青团员,1414,408,0
15787,孙岚,男,汉族,2016,2002-01-04,内蒙古自治区阿拉善盟阿拉善右旗,城镇,共青团员,1415,326,0
15788,尤蓉,男,汉族,2016,2001-09-22,广东省佛山市高明区,城镇,共青团员,1416,305,0
15789,陶欣阳,女,汉族,2016,2002-01-11,江西省景德镇市乐平市,城镇,共青团员,1417,205,0
15790,蒋佳,女,汉族,2016,2001-08-03,吉林省松原市前郭尔罗斯蒙古族自治县,城镇,共青团员,1418,211,0
15791,孔宗莉,男,汉族,2016,2002-10-02,吉林省吉林市桦甸市,城镇,共青团员,1419,405,0
15792,施有菊,男,汉族,2016,2001-10-06,河北省辛集市,城镇,共青团员,1420,312,0
15793,王采绿,男,汉族,2016,2001-09-02,山西省长治市屯留县,城镇,共青团员,1421,410,0
15794,卫紫君,女,汉族,2016,2001-05-20,安徽省六安市叶集区,城镇,共青团员,1422,-1,0
15795,蒋莉莎,男,汉族,2016,2001-09-09,云南省昭通市大关县,城镇,共青团员,1423,317,0
15796,周飘,女,汉族,2016,2001-02-17,四川省遂宁市大英县,城镇,共青团员,1424,212,0
15797,金昭娣,男,汉族,2016,2001-05-18,重庆市重庆市巫溪县,城镇,共青团员,1425,406,0
15798,施乐,男,汉族,2016,2002-02-26,山西省忻州市定襄县,城镇,共青团员,1426,314,0
15799,严娣,女,汉族,2017,2001-06-19,广东省韶关市翁源县,城镇,共青团员,1427,215,0
15800,许娟,女,汉族,2017,2002-01-01,四川省眉山市青神县,城镇,共青团员,1428,-1,0
15801,韩昌玉,女,汉族,2017,2001-09-17,贵州省毕节市赫章县,城镇,共青团员,1429,-1,0
15802,吴红燕,男,汉族,2017,2002-09-26,山东省枣庄市市中区,城镇,共青团员,1430,409,0
15803,戚琦,女,汉族,2017,2002-04-25,湖北省黄冈市武穴市,城镇,共青团员,1431,207,0
15804,陶静,女,汉族,2017,2002-09-08,云南省怒江傈僳族自治州贡山独龙族怒族自治县,城镇,共青团员,1432,201,0
15805,李婵,男,汉族,2016,2001-08-10,贵州省黔南布依族苗族自治州都匀市,城镇,共青团员,1433,306,0
15806,王倩,女,汉族,2017,2001-10-08,甘肃省庆阳市华池县,城镇,共青团员,1434,211,0
15807,水杰,女,汉族,2017,2002-11-19,浙江省宁波市宁波市,城镇,共青团员,1435,227,0
15808,钱成龙,女,汉族,2017,2001-02-06,黑龙江省哈尔滨市南岗区,城镇,共青团员,1436,201,0
15809,陶良翠,男,汉族,2016,2002-02-19,黑龙江省哈尔滨市巴彦县,城镇,共青团员,1437,310,0
15810,苗凤美,男,汉族,2016,2001-02-19,内蒙古自治区呼伦贝尔市阿荣旗,城镇,共青团员,1438,317,0
15811,沈甜,男,汉族,2016,2001-04-06,河北省沧州市泊头市,城镇,共青团员,1439,312,0
15812,姜山柳,男,汉族,2017,2002-11-09,陕西省渭南市蒲城县,城镇,共青团员,1440,322,0
15813,何德群,男,汉族,2017,2002-07-17,内蒙古自治区通辽市霍林郭勒市,城镇,共青团员,1441,309,0
15814,金秀英,女,汉族,2017,2001-05-05,陕西省渭南市华阴市,城镇,共青团员,1442,201,0
15815,许可,男,汉族,2017,2002-01-19,黑龙江省鸡西市城子河区,城镇,共青团员,1443,405,0
15816,朱凌迦,男,汉族,2016,2002-09-17,广西壮族自治区桂林市永福县,城镇,共青团员,1444,416,0
15817,朱婉,女,汉族,2016,2001-03-26,内蒙古自治区通辽市科尔沁左翼后旗,城镇,共青团员,1445,216,0
15818,卫美娟,女,汉族,2016,2001-10-24,陕西省延安市黄陵县,城镇,共青团员,1446,227,0
15819,尤娴,男,汉族,2016,2001-06-11,青海省玉树藏族自治州玉树市,城镇,共青团员,1447,409,0
15820,张媛元,男,汉族,2016,2001-07-01,甘肃省天水市张家川回族自治县,城镇,共青团员,1448,-1,0
15821,卫欣,女,汉族,2017,2002-03-06,四川省甘孜藏族自治州泸定县,城镇,共青团员,1449,303,0
15822,华翠,女,汉族,2016,2001-09-14,云南省红河哈尼族彝族自治州绿春县,城镇,共青团员,1450,209,0
15823,冯丹珍,男,汉族,2017,2002-10-07,四川省凉山彝族自治州德昌县,城镇,共青团员,1451,312,0
15824,曹英,男,汉族,2016,2001-08-05,陕西省西安市新城区,城镇,共青团员,1452,306,0
15825,蒋露,男,汉族,2016,2002-09-17,湖北省宜昌市当阳市,城镇,共青团员,1453,423,0
15826,钱迎曼,女,汉族,2017,2002-06-22,陕西省榆林市榆林市,城镇,共青团员,1454,-1,0
15827,戚政群,女,汉族,2016,2001-08-17,山西省太原市阳曲县,城镇,共青团员,1455,227,0
15828,戚之念,男,汉族,2016,2001-04-23,福建省龙岩市上杭县,城镇,共青团员,1456,-1,0
15829,杨含卉,男,汉族,2016,2001-01-01,四川省自贡市自贡市,城镇,共青团员,1457,-1,0
15830,江静欣,男,汉族,2016,2001-07-14,福建省南平市建瓯市,城镇,共青团员,1458,319,0
15831,华敏,男,汉族,2016,2001-05-09,河南省安阳市殷都区,城镇,共青团员,1459,313,0
15832,吕青,男,汉族,2016,2002-09-19,四川省眉山市青神县,城镇,共青团员,1460,321,0
15833,褚咏,女,汉族,2017,2001-06-03,新疆维吾尔自治区和田地区墨玉县,城镇,共青团员,1461,213,0
15834,陶祖香,男,汉族,2016,2002-04-11,河北省保定市容城县,城镇,共青团员,1462,409,0
15835,杨乐之,男,汉族,2017,2002-06-23,江西省九江市浔阳区,城镇,共青团员,1463,405,0
15836,卫景玉,男,汉族,2017,2001-08-03,江西省赣州市信丰县,城镇,共青团员,1464,409,0
15837,水霄,男,汉族,2016,2002-01-15,广东省汕尾市城区,城镇,共青团员,1465,307,0
15838,郑怡,女,汉族,2016,2002-02-11,浙江省杭州市江干区,城镇,共青团员,1466,306,0
15839,魏倩,男,汉族,2016,2001-09-18,福建省厦门市海沧区,城镇,共青团员,1467,307,0
15840,郑黄萍,男,汉族,2017,2002-08-11,江西省南昌市进贤县,城镇,共青团员,1468,314,0
15841,华心菲,男,汉族,2017,2001-05-18,重庆市重庆市沙坪坝区,城镇,共青团员,1469,-1,0
15842,赵兰燕,男,汉族,2016,2001-08-02,四川省自贡市富顺县,城镇,共青团员,1470,410,0
15843,钱美娟,女,汉族,2017,2002-06-02,江西省宜春市高安市,城镇,共青团员,1471,213,0
15844,张碧香,女,汉族,2016,2001-08-17,四川省甘孜藏族自治州石渠县,城镇,一般,1472,-1,0
15845,曹成龙,女,汉族,2016,2001-07-24,四川省雅安市雅安市,城镇,少先队员,1473,-1,0
15846,陈馨语,男,汉族,2016,2001-08-11,贵州省遵义市正安县,城镇,共青团员,1474,-1,0
15847,郑昌菊,男,汉族,2016,2001-03-07,广东省广州市荔湾区,城镇,共青团员,1475,326,0
15848,吴媛,女,汉族,2017,2002-08-27,内蒙古自治区乌海市乌达区,城镇,共青团员,1476,-1,0
15849,何向萍,男,汉族,2017,2002-02-08,海南省五指山市,城镇,共青团员,1477,307,0
15850,施子鑫,女,汉族,2016,2002-08-11,云南省昆明市晋宁县,城镇,共青团员,1478,-1,0
15851,向梦娇,男,汉族,2016,2001-07-03,上海市上海市浦东新区,城镇,共青团员,1479,327,0
15852,王莉,男,汉族,2017,2002-06-03,四川省宜宾市宜宾县,城镇,共青团员,1480,410,0
15853,陈园,女,汉族,2016,2002-01-13,江苏省无锡市滨湖区,城镇,共青团员,1481,207,0
15854,何文秀,男,汉族,2016,2002-02-08,新疆维吾尔自治区伊犁哈萨克自治州尼勒克县,城镇,一般,1482,313,0
15855,邹君,女,汉族,2017,2001-06-08,甘肃省甘南藏族自治州夏河县,城镇,共青团员,1483,309,0
15856,周苑,男,汉族,2016,2001-06-14,福建省福州市闽侯县,城镇,共青团员,1484,406,0
15857,何娜,男,汉族,2016,2002-10-18,甘肃省陇南市武都区,城镇,共青团员,1485,319,0
15858,褚元珊,女,汉族,2016,2002-03-26,青海省海南藏族自治州同德县,城镇,共青团员,1486,205,0
15859,吴晶,男,汉族,2017,2002-06-03,广东省梅州市梅江区,城镇,共青团员,1487,-1,0
15860,褚大芬,男,汉族,2017,2001-10-27,陕西省宝鸡市太白县,城镇,共青团员,1488,410,0
16002,韩睿婕,男,汉族,2017,2002-08-23,广东省汕尾市海丰县,城镇,一般,1489,525,0
15861,孔安琪,女,汉族,2017,2001-01-25,湖南省永州市双牌县,城镇,共青团员,1490,-1,0
15862,沈荔,女,汉族,2017,2002-07-13,广东省湛江市廉江市,城镇,共青团员,1491,213,0
15863,张姣,男,汉族,2016,2001-05-18,安徽省阜阳市阜南县,城镇,共青团员,1492,319,0
15864,张元群,女,汉族,2016,2001-03-20,河北省保定市莲池区,城镇,共青团员,1493,208,0
15865,金媛,女,汉族,2016,2002-01-12,浙江省宁波市余姚市,城镇,共青团员,1494,215,0
15866,韩黄萍,女,汉族,2016,2001-08-19,河南省洛阳市西工区,城镇,共青团员,1495,304,0
15867,赵彤,男,汉族,2016,2002-08-09,江西省吉安市井冈山市,城镇,共青团员,1496,327,0
15868,郁青,女,汉族,2017,2002-08-26,广东省珠海市金湾区,城镇,共青团员,1497,-1,0
15869,沈姬,女,汉族,2017,2001-02-11,辽宁省沈阳市和平区,城镇,共青团员,1498,304,0
15870,蒋婷,男,汉族,2016,2001-02-27,江西省上饶市鄱阳县,城镇,一般,1499,423,0
15871,孔显丽,男,汉族,2016,2001-03-16,宁夏回族自治区石嘴山市惠农区,城镇,共青团员,1500,-1,0
15872,严慧,男,汉族,2016,2001-04-12,湖北省襄阳市襄州区,城镇,共青团员,1501,417,0
15873,孔敏,女,汉族,2016,2001-10-14,河北省衡水市深州市,城镇,共青团员,1502,216,0
15874,牛福兰,男,汉族,2016,2001-06-02,广西壮族自治区玉林市北流市,城镇,共青团员,1503,417,0
15875,秦悦明,男,汉族,2017,2002-04-14,重庆市重庆市江津区,城镇,共青团员,1504,308,0
15876,吕翠花,女,汉族,2016,2001-09-01,甘肃省临夏回族自治州临夏县,城镇,共青团员,1505,-1,0
15877,杨丽,女,汉族,2016,2001-04-08,辽宁省本溪市溪湖区,城镇,共青团员,1506,208,0
15878,尤半芹,男,汉族,2016,2001-09-15,黑龙江省哈尔滨市道外区,城镇,共青团员,1507,309,0
15879,王黛,女,汉族,2016,2002-06-18,海南省三亚市天涯区,城镇,共青团员,1508,304,0
15880,鲁倩,男,汉族,2016,2001-10-26,重庆市重庆市彭水苗族土家族自治县,城镇,共青团员,1509,-1,0
15881,冯艳,男,汉族,2016,2002-09-26,湖北省黄冈市团风县,城镇,共青团员,1510,417,0
15882,卫鑫琳,男,汉族,2016,2002-11-20,河北省沧州市海兴县,城镇,共青团员,1511,308,0
15883,沈永珍,女,汉族,2017,2001-07-23,安徽省芜湖市无为县,城镇,共青团员,1512,-1,0
15884,施美丽,男,汉族,2017,2002-07-15,内蒙古自治区锡林郭勒盟太仆寺旗,城镇,共青团员,1513,314,0
15885,吕尔珍,女,汉族,2017,2001-10-11,广西壮族自治区梧州市岑溪市,城镇,共青团员,1514,304,0
15886,李红,女,汉族,2017,2001-06-09,上海市上海市嘉定区,城镇,共青团员,1515,229,0
15887,苏银姣,女,汉族,2017,2002-05-06,山西省运城市稷山县,城镇,一般,1516,211,0
15888,卫幻波,男,汉族,2016,2002-03-20,江西省上饶市万年县,城镇,少先队员,1517,308,0
15889,奚欢,女,汉族,2017,2001-04-10,吉林省四平市伊通满族自治县,城镇,共青团员,1518,229,0
15890,朱月,男,汉族,2017,2002-07-26,江苏省泰州市泰兴市,城镇,共青团员,1519,322,0
15891,杨之山,男,汉族,2017,2002-07-07,云南省怒江傈僳族自治州兰坪白族普米族自治县,城镇,共青团员,1520,-1,0
15892,赵恩珍,女,汉族,2017,2001-04-01,河北省衡水市安平县,城镇,共青团员,1521,208,0
15893,钱眉,男,汉族,2017,2001-07-25,甘肃省张掖市民乐县,城镇,共青团员,1522,313,0
15894,杨冷安,男,汉族,2017,2001-02-16,云南省楚雄彝族自治州武定县,城镇,共青团员,1523,327,0
15895,吕涵菡,女,汉族,2017,2001-08-17,安徽省合肥市庐江县,城镇,共青团员,1524,223,0
15896,尤娇娇,男,汉族,2017,2001-09-14,辽宁省沈阳市沈河区,城镇,共青团员,1525,-1,0
15897,何海燕,男,汉族,2017,2001-09-08,广西壮族自治区崇左市天等县,城镇,共青团员,1526,313,0
15898,金苑,男,汉族,2017,2001-08-06,安徽省黄山市黄山市,城镇,共青团员,1527,319,0
15899,郑树平,男,汉族,2016,2001-01-09,宁夏回族自治区中卫市海原县,城镇,共青团员,1528,327,0
15900,秦福兰,男,汉族,2017,2001-01-20,广西壮族自治区防城港市上思县,城镇,共青团员,1529,403,0
15901,苏珊,女,汉族,2017,2002-06-21,河北省邯郸市武安市,城镇,共青团员,1530,216,0
15902,孔梦娇,男,汉族,2016,2002-06-12,河南省平顶山市舞钢市,城镇,共青团员,1531,-1,0
15903,沈玉晶,男,汉族,2017,2002-04-07,山西省运城市运城市,城镇,共青团员,1532,313,0
15905,严迎曼,男,汉族,2016,2002-06-06,云南省临沧市双江拉祜族佤族布朗族傣族自治县,城镇,共青团员,1533,303,0
15906,周光兰,男,汉族,2017,2001-11-05,湖北省宜昌市五峰土家族自治县,城镇,共青团员,1534,303,0
15907,陶心菲,男,汉族,2016,2002-11-01,贵州省黔西南布依族苗族自治州安龙县,城镇,共青团员,1535,215,0
15908,周翠翠,男,汉族,2017,2002-06-10,陕西省汉中市汉中市,城镇,共青团员,1536,215,0
15909,诸如霜,男,汉族,2017,2002-10-16,四川省资阳市安岳县,城镇,共青团员,1537,303,0
15910,冯心菲,男,汉族,2017,2002-04-23,湖北省咸宁市赤壁市,城镇,共青团员,1538,303,0
15911,康万敏,男,汉族,2016,2002-03-16,重庆市重庆市开州区,城镇,共青团员,1539,215,0
15912,王姬,男,汉族,2016,2001-08-27,山东省潍坊市昌邑市,城镇,共青团员,1540,215,0
15913,严元琼,男,汉族,2017,2002-04-23,西藏自治区拉萨市墨竹工卡县,城镇,共青团员,1541,303,0
15914,朱仪,男,汉族,2016,2002-06-11,河南省洛阳市宜阳县,城镇,共青团员,1542,305,0
15915,尤启英,男,汉族,2016,2002-01-25,江西省抚州市东乡县,城镇,共青团员,1543,216,0
15916,钱天春,男,汉族,2016,2001-01-13,陕西省榆林市府谷县,城镇,共青团员,1544,216,0
15917,郑雪萍,男,汉族,2017,2001-06-07,辽宁省大连市西岗区,城镇,共青团员,1545,305,0
15918,钱涵菡,男,汉族,2016,2001-03-06,河南省周口市项城市,城镇,共青团员,1546,305,0
15919,尤凯敏,男,汉族,2017,2002-01-11,黑龙江省佳木斯市郊区,城镇,共青团员,1547,216,0
15920,张香薇,男,汉族,2016,2001-07-14,四川省甘孜藏族自治州乡城县,城镇,共青团员,1548,216,0
15921,郑美丽,男,汉族,2016,2001-06-21,山东省日照市岚山区,城镇,共青团员,1549,305,0
15922,何文倩,男,汉族,2016,2001-01-15,福建省莆田市仙游县,城镇,共青团员,1550,305,0
15923,朱昌玉,男,汉族,2016,2002-02-16,辽宁省铁岭市西丰县,城镇,少先队员,1551,216,0
15924,杨文倩,男,汉族,2016,2001-04-03,湖南省株洲市株洲县,城镇,共青团员,1552,217,0
15997,何梦娇,男,汉族,2017,2002-07-18,贵州省黔东南苗族侗族自治州岑巩县,城镇,共青团员,1553,525,0
15927,戚翠柔,男,汉族,2017,2001-09-02,浙江省金华市婺城区,城镇,共青团员,1554,217,0
15928,曹彩霞,男,汉族,2017,2001-08-27,云南省普洱市镇沅彝族哈尼族拉祜族自治县,城镇,一般,1555,217,0
15929,曹茜,男,汉族,2017,2002-01-04,江苏省南通市启东市,城镇,共青团员,1556,307,0
15930,李秀丽,男,汉族,2016,2001-06-20,浙江省台州市路桥区,城镇,一般,1557,307,0
15931,曹雪梅,男,汉族,2016,2002-09-18,山东省德州市德城区,城镇,共青团员,1558,217,0
15932,金传敏,男,汉族,2016,2002-04-15,湖南省株洲市株洲市,城镇,共青团员,1559,217,0
15933,朱程悦,男,汉族,2017,2001-09-02,山东省济南市济南市,城镇,共青团员,1560,307,0
15934,金淑芬,男,汉族,2017,2001-09-11,山西省运城市万荣县,城镇,共青团员,1561,309,0
15935,褚溶艳,男,汉族,2017,2001-02-09,广东省清远市清远市,城镇,少先队员,1562,218,0
15936,孔文静,男,汉族,2016,2002-09-09,广西壮族自治区贺州市富川瑶族自治县,城镇,共青团员,1563,218,0
15937,褚秋,男,汉族,2017,2002-03-05,四川省遂宁市蓬溪县,城镇,共青团员,1564,309,0
15938,孙嘉,男,汉族,2017,2002-03-17,湖北省咸宁市咸安区,城镇,共青团员,1565,309,0
15939,华琳,男,汉族,2016,2002-03-14,湖南省常德市武陵区,城镇,一般,1566,218,0
15940,严天春,男,汉族,2017,2002-05-17,内蒙古自治区包头市九原区,城镇,共青团员,1567,218,0
15941,魏火英,男,汉族,2017,2001-05-27,江西省吉安市井冈山市,城镇,共青团员,1568,309,0
15942,韩月珍,男,汉族,2017,2002-06-13,浙江省绍兴市新昌县,城镇,共青团员,1569,309,0
15943,何怡,男,汉族,2017,2002-03-13,河南省三门峡市渑池县,城镇,共青团员,1570,218,0
15944,何燕,男,汉族,2017,2002-01-08,湖北省武汉市汉南区,城镇,共青团员,1571,219,0
15945,沈倩,男,汉族,2016,2002-03-08,黑龙江省佳木斯市佳木斯市,城镇,共青团员,1572,311,0
15947,金妍,男,汉族,2017,2001-07-12,甘肃省白银市景泰县,城镇,共青团员,1573,219,0
15948,陈珊,男,汉族,2017,2001-10-08,山东省菏泽市菏泽市,城镇,共青团员,1574,219,0
16160,郑笑白,女,汉族,2016,2002-04-06,黑龙江省大兴安岭地区漠河县,城镇,一般,1575,503,0
15946,严祖香,男,汉族,2016,2001-05-09,内蒙古自治区鄂尔多斯市东胜区,城镇,共青团员,1576,311,0
15949,韩访枫,男,汉族,2017,2001-10-23,贵州省黔东南苗族侗族自治州剑河县,城镇,一般,1577,311,0
15950,韩翠,男,汉族,2016,2001-10-17,湖北省襄阳市宜城市,城镇,共青团员,1578,311,0
